index:ID,name,character,function,rule,:LABEL
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20001,蜜枣,蜜枣是我国传统的糖渍干制珍品，种类繁多，风味各异，著名 的有：京式蜜枣、徽式蜜枣、桂式蜜枣等。京式蜜枣扁圆形，浅黄 色，质地透明，较柔软，不起沙，含水量较高，一般达17%?19%； 徽式蜜枣亦为扁圆形，浅琥珀色、半透明、肉质松软，糖质起沙， 含水量较低，为13%；桂式蜜枣，不整齐，深琥珀式，不透明，质 地硬实，含糖量高，含水量少，为5%?7%,,蜜枣加工技术如下：1.选料 在果实白熟期采收青枣，选择果形大、果面平整、皮 薄核小、肉质稍疏松的品种做原料，如马牙枣、桐柏大枣。白熟期 青枣皮薄、肉质松软、含水量含糖量都较低，糖煮时糖分易渗入， 成品色泽漂亮，故制作蜜枣常选用白熟期的青枣，而不用完熟期的 红枣。2.去核切纹将鲜枣冲洗干净后去核，为了使糖水很快渗入果 肉，去核后必须用力在果面上切划密集而整齐的纵向条纹，切口深 度与每两条纹之间距都为2毫米左右，每果切划80条左右。切纹可 用手工操作，也可用管状切纹器、切纹机操作，去核可用去核器。3.浸硫 枣果切纹后，放入0.1%硫酸钠水溶液中浸泡3?5 天，可防止褐变，增进成品色泽，防止肉质变腐，减少维生素C等 营养物质的损失。4.糖煮 选用纯洁的白砂糖，加入适量0.1%亚硫酸钠和柠檬 酸，分两次糖煮。第一次用波美15?18度（30%?36%）糖液，保 持开锅剧滚状态煮半小时，然后在同样浓度的糖液中冷浸糖24小 时，第二次用波美28?30（55%?60%）糖液，小火保持缓滚状 态回煮20?30分钟即可。糖煮好的枣果外形饱满膨胀，透明透亮。5.初烘 以65?68℃的温度，通风烘烤24小时，降低枣果 水分，使果面干燥不粘手，果肉韧性增强。6.整形 将初烘过的枣，用手捏挤成周缘完整无裂口的扁圆形 或马鞍形。7.回烘或晒干 整形后，再65℃?68℃的温度，通风烘烤24 小时，使之干燥，即成蜜枣。如果天气晴朗，也可直接晒干。8.分级、包装将成品蜜枣按照果个大小进行分级包装。每袋 500克或100克，再装入包装箱。,枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20002,高糖枣,高糖枣不透明，色泽较深，比较干燥，较耐贮藏，外硬、内软、 糖分高，在我国南方和东南亚颇受欢迎,,高糖枣加工技术如下：1.选料 在鲜枣白熟期开始采摘，选用果型大，上下对称，果 核小，肉质稍疏松，皮薄而韧的品种。如扁核酸、灰枣。2.冲洗、划枣 将鲜枣冲洗干净，用刀片或划枣机将每个枣果 果面均匀划10?15条切缝，深达果肉1/3。3.糖煮 按3千克食糖1千克水的比例配制糖液，煮沸加入鲜 枣后煮制，采取分次加糖的1次煮成法，煮制时间为80分，将煮好 的枣倒入枣盘中，静置约45分钟，使糖分徐徐渗透，每隔15分钟 翻拌一次，最后滤去糖液，进行烘焙。4.烘焙 第一次约烘24小时，枣层温度50℃、60莒，烘后压扁。 第二次烘至果面糖分部分结晶为止，约为36小时，枣层温度70℃?80℃，需经常翻动。干燥后制品含水量在18%以下。5.筛枣 枣凉至内软外干时筛之，使枣相互摩擦，出现一层白 色糖霜。6.回潮将筛过的枣放在工作台上，有垫薄膜，上盖塑料布， 利用水分的可动平衡，使枣内外、枣间水分相互渗透，达到均衡一 致。7.复炕包装前，将枣统一复炕，炕温60℃?65℃，时间为 18?20小时。8.分级包装按果个大小、色泽分为四个等级，用塑料袋包 装，外装硬纸箱。,枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20003,水晶枣,水晶枣成品色泽晶莹透亮，枣肉肥厚无皮，味道鲜美香甜，质 地酥软可口,具有较高营养价值,1.原料选择在枣果白熟期或脆枣期，选用果个大小均匀的鲜 枣，要求无虫无伤无皱褶。2.脱皮浸硫 在防碱锅内加入适量的7%?8%的火碱水溶液， 煮沸后把鲜枣倒入，边搅边煮3?5分钟，当枣皮变褐时，立即捞入 6%的稀硫酸水溶液缸中10-15分钟，使酸碱中和到pH6?7时， 将枣捞出，用水冲洗干净，放入脱皮机中脱净枣皮，用手工脱皮也 可。脱皮后再用清水冲洗数次，倒入盛有0.2%亚硫酸钠水溶液缸 中，浸泡40分钟，捞出淋干水分。3.糖煮 浸泡先在沸水锅内加入水量52%?56%的白糖和 0.6%的柠檬酸，取出部分糖酸液备用，把脱皮枣倒入锅内，以糖酸 液浸没为宜，继续煮沸60分钟，同时不断搅动，以便使枣受热均 匀，当糖酸液煮沸后，逐渐加入冷却糖酸液，促使果肉渗糖吸酸。  煮至枣透明时，再边搅边加入适量的白糖，继续煮15分钟，直到糖 液浓度达58%时，立即连枣带糖液一起倒入干净缸内，浸泡24小 时，使枣果继续渗吸糖液达饱和状态。4.烘烤 包装将浸泡好的糖枣捞入烘盘中，放入65℃?68℃的 烘房内，烤24小时左右，即成色泽晶莹透亮的水晶枣。然后分级包 装，上市出售。,枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20004,酒枣,酒枣，也称醉枣，是我国北方枣产区群众经常采用的一种简易 加工方法。酒枣加工方法简单，可保持枣果色泽鲜艳、酒香味浓、 口感良好、老少皆喜。,,酒枣加工技术如下：1.选料 从树上精心挑选着色良好、果个均匀、无病虫害的脆 熟期鲜枣，并要人工采摘，避免带伤。2.清洗将挑选和分级后的枣果，用清水洗净，捞出后放入竹 筛，晾干果面浮水后备用。3.酒制 用50度以上白酒枣果，喷洒时要均匀，其用酒量为 枣果重量的2%左右。然后轻轻放入肚大口小的瓷罐或坛子内，装满 后用无毒聚乙烯薄膜包扎罐口，最外面用泥密封。一个月后，即可 食用。为便于操作和运输，商业性酒枣加工多用无毒聚乙烯或聚氯 乙烯塑料袋装载。为便于销售，也可装成0.5?1千克的包装。4.贮藏 贮藏酒枣，要求有冷凉、干净的场所。一般可贮藏 5?6个月。贮藏一个月后，即可随时食用和销售。,枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20005,枣脯,"枣脯成品，肉色透明，绵软，入口清香，质地柔韧，甘甜适口， 有较浓的枣风味，含水量15%?17%,含糖量68%?72%。",,"枣脯加 工技术如下：1.原料选择做枣脯应选择个大、色红、鲜硬不绵软的枣果, 用清水淘洗干净备用。注意不宜选择虫枣、裂枣以及有机械损伤的 枣。2.去核去皮用桶核器去核后，倒入5%浓度的氢氧化钠溶液 中，温度100°C,用漏勺轻轻搅翻30秒钟左右，捞出沥干碱液，倒 入冷水中，迅速搓擦、去净枣皮，再用清水冲洗干净。3.制枣干把冲洗干净的去皮枣，摊在席上晾晒一周左右，即 成枣干。或置于烤房中干制，烘烤时温度不要超过60℃，注意经常 翻动，以防焦爛。4.熏蒸 将枣干放在熏硫室中，取榆树锯末25千克，加硫磺 60克，点燃熏蒸1?2小时，熏透为止。5.笼蒸 把熏过的枣干用清水洗2?3遍，洗去表面二氧化硫, 沥干水分，放蒸笼中蒸煮2?3小时，蒸透为止。6.浸糖 配置65%糖液，搅拌均匀后，加入0.5%蜂蜜和1% 桂花，煮沸后，投入蒸过的枣干，煮20?30分钟，使糖液浸透枣干 后，捞出沥干表面溶液。7.调配 将相当于原料枣1/10的砂糖粉，撒在沥干糖液的枣 上，摇滚均匀后即成枣脯。",枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20006,枣干,"枣干又名枣肉干，生产历史悠久，以河南永成枣肉干最负盛名， 明清年间一直作为贡品。枣干富含维生素C,主要做粥、汤，色洁 白，枣肉蜜甜，质地稍软，风味和造型独特，享誉国内外市场。",,"枣干加工技术如下： 1.选料 选无病虫、无伤口、大小均匀的脆熟期鲜枣，过熟发 软的枣，不宜加工枣干，一是不易刮皮，二是色泽不好。要做到随 采随加工，避免因果皮收缩果肉变软而不易刮皮。2.刮皮 用特制的刮皮器刮去果皮。刮皮刀一般鞋拔形，由刀 柄和刀把构成。柄长7厘米，宽2. 2厘米，刀长2. 2厘米， 2?3厘米。3.烘炕 随刮随炕，铺枣厚度4?5厘米，不断翻动， 度50℃左右，约15小时枣果已澹心，由硬变软，可以出炕。刮皮后的枣果放在干净的席上晾晒3?4天，每天翻动2?3次，待 果肉变软即可。4.取核 用取核器逐个取出枣核。为避免枣出糖粘手，可在去 核前稍撒些精面粉。5.整形 一般整成四周厚、中间薄、边无裂口的长方形或纺锤 形，然后连晒2?3天或继续烘炕，再撒上一些精面粉，进行定形。 定形后再晒或烘炕，至九成干。6.闷枣 把整形后的枣干放在密封的容器中，闷枣10天左右, 以利枣中芳香物的形成，提高香度。7.复炕 将闷好的枣再炕2?3小时或再晒1?2天，使枣干水 分含量在13%以下。8.包装 用聚乙烯塑料袋包装，封口，即为成品。",枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20007,乌枣,乌枣是山东在平、聊城等枣区传统的枣果干制品，现在北方各 枣区多有加工制成的乌枣乌紫发亮，花 纹细致，肉质柔韧细密，味美，有香气。,可避免才收期遇雨裂果、烂果现象,乌枣加工技术如下：1.选料和预煮 原料枣在果皮完全转红，无白绿斑块的脆熟 期，人工采摘采收。去除病虫果，机械损伤果，选大小一致的枣果。 将洗净的鲜枣倒入沸水锅中急煮5?8分钟，开锅后稍加冷水，并不 断上下搅动，使预煮均匀。预煮终点，果肉从外到里呈均匀的水渍 状，色泽浅绿，质地稍软而有弹性，试捏时有似捏着核又没捏着核 的感觉。2.冷激和筛纹凉坯将预煮好的果实捞岀，随即投入水温保持在40°C?50°C的水中浸泡5?8分钟，使果肉收缩，果皮起皱。水温 可通过加水或换水调整，不宜过高或过低。将冷激后捞出的枣，放 在筛底细密的滤水筛上滚动5?6分钟，滤去浮水，果面经筛底压 挤，增添小皱纹。3.烘烤干制烘烤干制又需以下工艺和操作：熏窑构造传统的熏窑为半地下隧道形火炕，设在敞棚内。长6 ?10米，宽2.5?3. 0米。窑体是点火加热的供热部分，用土构筑。 中、下部挖入地下1米，宽90厘米，挖出的土堆在四周夯铲成斜坡， 高出地面约50厘米，作为窑体的上部。总体高度1.45-1. 50米，过 高较费燃料，过低则窑面温度不均匀。窑体下部垂直，减少窑体空间， 节省燃料，垂直深度40?50厘米。中上部为斜坡，斜度要一致，以防 火势不均?窑顶架设標梁，铺放秫秸箔2层，箔四周圈一挡板，防止 脱落。窑体一侧挖设窑洞2?3个，供人进窑烧火。火堆（或煤炉）设 在窑洞两边的隧道里，每窑4?6堆（炉），间距2米。用炉烧煤时， 炉上平放一块60厘米2的铁板匀温。1平方米窑面载枣75?90千克， 6米长的中窑，每次可载枣1100-1600千克。烘烤 将筛纹过的枣铺放在窑面上，厚15?20厘米，不宜过 厚，否则上下温度不均匀，易出现“生枣"，干燥速度也慢，底层枣 还会因受压过重而变形。铺枣过薄，温度不易保持，既费燃料又影 响成品色泽.如枣量不足，每次凝露后，可在枣上盖席保温。点火 烘烤。烘烤全程要翻动4?8次，每次相隔12小时。受热阶段，历 时1?2小时，火力宜小。开始时枣上用苫席覆盖保温，使果温缓慢 升高，窑面温度控制在50C?55℃。凝露后撤去苫席，待凝露完全 消失后，加大火力，进入蒸发阶段，加快果肉水分散失。此期历时 5?6小时，街面保持65P?70℃，手摸有灼烫感。匀湿阶段，停火 5?6小时，使果实内层水分逐渐外渗，防止果实焦湖。第一次匀湿 后，上下翻倒一次，开始第二次点火烘烤。如加工量大，第二次烘 烤后，可将枣撤下，暂时堆放露天用箔架的床面上，厚度不超过30 厘米。腾出熏窑烘烤新枣，3天后再回窑烘烤第三、第四次。如此分 批轮烘，提髙熏窑加工总量。下窑停烤时间不能超过3天，并须经 常检査防止长霉变质。烘烤4?8次，捏枣稍有弹性，不变形，果肉 不粘手，含水量降到23%以下，即达成品要求。4-包装 将成品装于塑料袋内，每袋500克，整装于纸箱中。,枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20008,玉枣,玉枣是在永城枣干、泰山牙枣等产品的基础上改进而成的新产品，所用设备、工艺简单，产品黄白色，略有透明感，甜味适口， 风味多样，枣味浓，无枣核。,,"具体加工步骤如下：1.选料 分级选果形大、肉白质细、含水量较低的品种，于果 皮全红或接近全红的脆熟期采收，剔除劣果，按大小进行分级。2.去皮去核把果实倒入经过加热、保持沸腾的浓度为5%? 7%的氢氧化钠水溶液中，翻搅2分钟左右，果实开始破裂时立即捞 出，倒入清水池中快速翻搅去皮，去皮后换水漂洗3?4次，洗净碱 液和残皮，防止果肉变红变褐，用穿核器或穿核机去核。3.糖煮 用优质白砂糖配置35%~40%的糖液，加热至沸，倒 入去核的枣坯，再次煮沸后逐次加糖，提高糖液浓度。煮制50?70 分钟，果内充分渗糖、透亮，糖液浓度达到55%?60%时，连糖液 一起出锅，浸渍12?15小时，充分吸糖后捞出沥干。注意，用于糖 煮的糖液要经常换，变为黄褐色时不能再用，以防止加深成品色泽。4.烘干烘烤初期温度为60?70℃，果形开始收缩后降温，保 持55℃?60°C,直到烘干，含水量降至13%?17%。全期烘烤18? 25小时。在烘烤期间，要注意排潮，控制温度升高，以免加深成品 色泽。5.拌粉 烘烤后回潮0.5?1天，然后拌入20 : 1的葡萄糖粉 和柠檬酸粉，使果面均匀分布一层白色糖粉，风干后即为玉枣成品， 然后包装出厂。去核的孔洞，可以填塞拌有糖粉的芝麻、花生、莲 子粉压成的松脆糖，以增进风味。还可以分别加入玫瑰、桂花、薄 荷油等香料，以增加香味。",枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20009,南枣,南枣为烘烤和日晒相结合的制干方法，制成品外形紫黑油亮， 大小均匀，肉质坚硬，皮纹细致清晰，在手中摇动有响声，味甜香， 酥脆适口，品质优良。南枣加工是浙江义乌枣区创造的，适合南方 多雨气候条件，北方枣区加工很少。,,"1.原料选择 选果大肉厚、质地致密、出干率高的品种，如义乌大枣。在果面全红脆熟期采收、分级、待用，加工成品称“元 红”，品质上等。用成熟度差、果皮尚未完全转红的原料加工成品， 称“烫红""，品质较差。2.烫红和预煮未全红的果实可先放入将沸而未沸的热水锅中  稍烫片刻（2?5秒），使未红的果皮转深黄色后捞出，放入萝中覆盖 草席保温两小时，再晒半天左右，使果皮稍转红色而有皱纹时，进 行预煮。把“烫红""枣和全红枣倒入开水锅中，加盖急煮12?15分 钟，注意经常翻搅，均匀水煮。当枣沉入锅底，说明已经煮熟。为 使预煮均匀，下锅枣量不宜多。为增加成品光泽，下锅前锅内加 100?150g茶油，以后每锅酌量添补。3.日晒烘烤 将熟煮后的枣捞到竹木枣床上日晒1天，置烘灶 上烘烤1.5-2小时，第二天再日晒烘烤1次，从第三天起，日晒10 多天，达干燥即可。注意日晒时加盖草帘覆盖0.5?1小时，使果面 稍硬后，揭帘摊开暴晒。烘烤时也要覆盖草席保温，保证火势均匀, 每隔15分钟左右，翻动1次，防止烘焦。如遇阴雨，则要反复烘烤 到干燥为止。烘灶用砖砌成，长、宽与烤盘相同，高80cm, 一端砌有灶门。 灶膛内侧架一大铁锅或铁皮，在下边点火，使火不直接接触枣床, 温度散发均匀。枣坯熟度大的适当加大火势，熟度小的减小火势。",枣果加工
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/class/b20010,枣冲剂,枣冲剂味道芬芳，枣味浓郁，酸甜适度，冲饮时凉爽，营养丰 富。,,枣冲剂加工技术如下：1.选料 采收脆熟期鲜枣，清洗，去核，去皮，在70P?80C 烘烤到干脆的程度，含水量在5%以下。2.粉碎 用粉碎机将烘烤后的脆枣粉碎成0.2毫米大小颗粒。3.配料将白柠檬酸，香精适量混合后溶化成汁，与枣粉拌 匀。4.膨化 配料枣粉微加风干，用喷粉塔喷粉膨化即为成品。5.包装 成品采用小塑料袋密封，每袋30克。,枣果加工
