index:ID,name,character,function,rule,:LABEL
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40001,枣树育苗方法,枣树苗木繁育方法，有根藥繁殖（分株繁殖）、归圃育苗、嫁接育苗、打插育苗和组培育苗等多种。,,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40002,苗木出圃,,,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40003,根蘖繁殖,,"根麋苗由母株营养体发育形成的, 故长成的新植株能保持母树的优良性状，遗传变异很小，性状基本稳定。",,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40004,归圃育苗,,经过归圃培育的苗木，根系发达，地上部生长充实，苗相较整齐，苗木质量较好，栽植成活率高，成活后生长快，结果早。,归圃育苗的具体方法是，将枣树下的根菓苗刨起，集中移入苗圃内进行培育。待苗木达到出圃要求时，再出圃栽植。,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40005,嫁接育苗,,嫁接育苗具有苗木根系发达，生长快，结果早，品质好，适应性、抗逆性强，能保持母株原有的优良性状等优点，并能在短期内繁育出优良品种，节约土地和人力，又便于利用野生酸枣资源。,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40006,嫩枝扦插育苗,嫩枝抨插生根时间短，一般抨插7?8天后在切口下产生乳白色的愈伤织，15天后在愈伤组织上形成根原基突起，20天后便可形成不定根，生根数多，根系质量高，成活率高。,繁 殖速度快、繁殖系数高；能结合枣树夏剪采集接穗，可提高接穗利用率；能保持母本品种的优良性状。,枣树嫩枝抨插成败的关键是水分控制，水分管理对于降低苗床内气温、保持插穗体内水分平衡，促进伤口愈合和生根具有重要意义。,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40007,组织培养育苗,用枣树的器官、组织或细胞，通过充菌操作，接种于人工配制的培养基上，在一定的光照和温湿度条件下进行培养，使之生长、发育成为完整植株，这种方法称为组织培养育苗。,组织培养育苗具有繁殖率高、能繁殖脱病毒、节省土地、便于工厂化生产等优点。,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40008,根蘖繁殖方式,,,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40009,自然繁殖,"枣园通过土壤耕翻，使枣树浅层根系受到损伤后, 伤口附近的不定芽萌发长成根蘖苗。",枣树长期采用根蘖繁殖，既不利于品种的纯化，也不利于枣树生长、结果和品质的提高。,,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R40010,全园断根繁殖,,,在早春土壤解冻后，全园浅刨一遍，深15?20厘米，切断表土中的细根，刺激土壤浅层水平根产生不定芽，萌发根蘖。经过精心管理，第二年秋季落叶后即可出圃。注意浅刨时，不要伤害直径2 厘米以上的粗根，以免影响母树结果。此法适用于根系较浅，容易萌发根蘖的品种。,枣树育苗
