index:ID,name,作   者,作者机构,关键词,期刊名称,i s s n,年卷期,页   码,摘   要,:LABEL
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30001,枣树整形及修剪技术,邱春梅; ,陕西省咸阳市兴平市林业工作站;  ,枣树;  整形;  修剪;  ,江西农业,1674-1479,2021 年 004 期,32-33,"枣树耐干旱、瘠薄,且耐盐碱,适应性强,在适应性方面被誉为""果中之王"",又因果实含有丰富的蛋白质、维生素、多种微量钙及氨基酸等营养成份,有""天然维生素丸""的美誉,具有滋阴补阳、补血功效,值得大范围推广种植.基于此,主要探讨枣树整形及修剪技术,旨在促进枣树的高产优质. ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30002,幼龄枣树整形修剪注意问题,哈力旦·艾尔西;  ,新疆托克逊县伊拉湖镇林业站;  ,枣树;  整形;  修剪;  ,农村科学实验,无,2021 年 002 期 ,74-75,"枣树是我国重要的栽种作物,枣树的果实具有很高的经济作用和药用价值,枣通常可以被用来制成蜜枣、红枣等零食小吃,也是酒和醋等食品原料,此外枣树也可以用来雕刻成工艺品,这些额外的产品都具备很高的经济价值.所以枣树是一种很值得栽种的作物,但幼龄枣树还需要经过精心的培养和修剪才可以顺利成长,因此本文研究了我国枣树栽种过程中的一些基本情况和需要注意的地方. ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30003,枣树常见的树形及修剪方法,哈力旦·艾尔西;  ,新疆托克逊县伊拉湖镇林业站，新疆;  ,枣树;  常见树形;  修剪方法;  ,新农民,无,2021 年 019 期 ,52,在枣树栽培的过程中，除了浇水、施肥等补充营养的 操作，为了保证枣树的形状、生产量以及效益，还需要对枣 树进行修剪。本文将对枣树常见的树形进行说明，然后提出 相关建议和枣树的修剪方法。 ,枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30004,休眠期修剪对灰枣、骏枣枣头和枣吊萌发的影响,杨磊;  张雯;  徐叶挺;  张旭东;  龚鹏;  卢春生;  张平;  ,新疆农业科学院农产品贮藏加工研究所;  新疆喀什地区农业技术推广中心;  新疆农业科学院园艺作物研究所/农业部新疆地区果树科学观测实验站;  ,幼龄期;  修剪;  骏枣;  灰枣;  枣头;  ,新疆农业科学,1001-4330,2014 年 51 卷 11 期 ,1984-1989,"【目的】调查修剪对幼龄期灰枣、骏枣枣头及枣吊的影响。【方法】以喀什2年生灰枣、骏枣为试材,于2010年春季枣树萌芽前进行修剪试验。【结果】修剪对灰枣和骏枣枣头萌发的影响不同,0、1A、2A和3A四处枣头平均萌发率灰枣均高于骏枣,1B、2B和3B处灰枣小于骏枣。其中0处枣头萌发率灰枣大于66%,而骏枣不足23%。灰枣0处枣头萌发率为""八""字修剪大于""人""字修剪,1A、2A处分别大于1B、2B处,3B处大于3A处;骏枣0处枣头萌发率为干高60 cm大于80 cm,1B、2B、3B处分别大于1A、2A、3A处。灰枣和骏枣枣吊平均萌发率均为1B、2B和3B处高于1A、2A和3A,并且这种差值在骏枣上表现的更明显。0、1A、1B、2A、2B、3A和3B六个调查点位的枣吊平均萌发率和枣股平均萌发枣吊数灰枣均高于骏枣。其中枣吊平均萌发率灰枣分别较骏枣高35.0%、39.1%、6.8%、56.6%、9.3%、36.7%和7.2%,枣股平均萌发枣吊数灰枣分别比骏枣多萌发1.1、2.0、1.2、1.9、1.3、0.5和0.6个。【结论】灰枣""八""字修剪0处枣头萌发率大于""人""字修剪,骏枣干高60 cm 0处枣头萌发率大于80 cm;灰枣枣头萌发率总体为A处高于B处;骏枣枣头萌发率B处均高于A处。枣头平均萌发率0、1A、2A和3A四处灰枣高于骏枣,1B、2B和3B处灰枣小于骏枣。枣吊平均萌发率和枣股平均萌发枣吊数均为灰枣高于骏枣。枣吊平均萌发率灰枣和骏枣均为B处高于A处。 ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30005,温室草地枣园冬枣定植1a～3a重摘心修剪试验研究,曹锦丽;  李连国;  李发虎;  李明;  ,内蒙古农业大学职业技术学院;  内蒙古农业大学农学院;  ,草地枣园;  温室;  冬枣;  修剪方法;  ,内蒙古农业大学学报(自然科学版),1009-3575,2011 年 32 卷 02 期 ,138-140,"本试验对温室冬枣定植1a～3a年几种摘心修剪方法进行试验研究,结果表明:定植后1a-3a修剪的轻重程度对产量影响较大。结果量主要取决于栆吊枝的数量和质量,通过适当重摘心修剪方法培养一定量木质化枣吊枝,才能达到丰产的目的。定植后1a～3a单株枣吊枝合理留量依次为4个、8个、16个,单株产量依次为250g、500g、1 150g。 ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30006,修剪对尜尜枣生长和产量的影响,霍书新;  张小红;  常美花;  ,河北北方学院园艺系;  ,产量;  尜尜枣;  修剪;  坐果率;  ,安徽农业科学,0517-6611,2007 年 35 卷 05 期 ,1367+1374,"研究了修剪对尜尜枣生长和产量的影响。结果表明,对尜尜枣中心干延长枣头短截,疏除剪口下二次枝,同时短截枣头上二次枝,枣头萌发个数比对照增加1.6个,株产量比对照提高0.6 kg;生长季对枣头和二次枝摘心,平均每枣吊坐果数是对照的2.13倍,每枣头坐果数是对照的2.06倍。 ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30007,矮化密植枣园气动式修剪机的研制,范修文;  张宏;  李传峰;  孟炜;  ,新疆塔里木大学机械电气化工程学院;  ,枣树;  修剪;  矮化密植;  气动;  ,山东农业大学学报(自然科学版),1000-2324,2014 年 05 期 ,694-697,"本文针对新疆南疆地区枣树低矮密植型种植模式,提出了针对该模式下的枣树气动修剪方式,从动力选择、气动回路系统及整体机械结构方面进行了设计,研制出的低矮密植枣园手持气动式修剪机,同时对有利于提高枣树修剪效率的受力方面进行了分析。 ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30008,矮化密植枣园机械化修剪技术现状,葛云;  方珏;  王世龙;  刘荣;  陈泽宇;  ,石河子大学机械电气工程学院;  ,机械化;  修剪;  枣园;  矮化密植;  ,农机化研究,1003-188X,2013 年 07 期 ,249-252,"新疆矮化密植枣园栽培规模越来越大,但并没有简化整形修剪技术。对于大面积树枝的修剪可以采用背负式剪草机来进行,对于需要精雕细琢的花木修剪工作亦有专业园艺剪可供选择;但对于大量树枝需要一一修剪时,则无合适工具。枣园修剪目前完全依靠人工修剪,劳动强度大、生产效率低、劳动力短缺、损失大等问题已日益突出。为此,通过对现有园艺修枝工具的基本现状进行调研分析后,提出了一些切实可行的对策,以期解决枣园机械化修剪的问题。 ",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30009,4个枣品种幼树冬季修剪试验,王玉奎;  许林;  郑秀社;  李建生;  张月华;  高洪涛;  王斌;  ,东营市河口区街道办事处;  山东省东营市河口区新户镇人民政府;  东营市河口区林业局;  山东省果树研究所;  东营市林业局;  ,大白铃;  枣;  金丝新4号;  修剪;  冬枣;  幼树;  圆铃2号;  ,中国果树,1000-8047,2011 年 06 期 ,41-43+56,"2007—2010年在山东东营进行了冬枣等4个枣品种幼树冬季修剪试验。结果表明,与重剪和不修剪处理相比,冬季采用轻剪或中剪修剪可显著提高枣幼树的早期产量,大白铃和金丝新4号修剪后产量较高,冬枣和圆铃2号修剪后产量较低;冬季修剪采用重剪,可显著促进幼树生长,增加发枝量、枝长、枝径、二次枝数和冬芽数;综合比较,大白铃品种对修剪反应最为敏感,其次是金丝新4号和冬枣,圆铃2号对修剪反应最不敏感;4个枣树品种不同生长势枣头的修剪反应有较大的差异。",枣树育苗
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/D30010,冬枣的整形修剪技术,何兆峰;  聂新新;  许志强;  ,山东省滨州市滨城区秦皇台乡农技站;  山东省滨州市滨城区尚集乡农技站;  ,修剪;  ,科技创新导报,1674-098X,2010 年 16 期 ,131,"冬枣是我区的主要经济作物,冬枣的整形与修剪在冬枣的整个生产过程中,有着举足轻重的作用,树形是负载果品的骨架,它直接影响着树体的产量以及维持盛果期时间的长短。 ",枣树育苗
